estimate,std_error,t_value,p_value,term,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
-32.11328825134717,40.823877500060355,-0.7866300365833622,0.4314984708168907,exposure_SRQS8F7JWA9MZ_1,-112.12808815146546,47.90151164877112,SRQS8F7JWA9MZ,31899,2041,A5,vegan
36.01770105416314,30.44865980729781,1.1828993880883574,0.2368490242001526,exposure_SRQS8F7JWA9MZ_2,-23.661672168140562,95.69707427646685,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.004093558268262459,0.008857064449431361,0.4621800249545742,0.6439522264856494,vegan_price_real,-0.013266288052623011,0.021453404589147927,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-0.007507115781601905,0.004818359576226812,-1.5580231534900553,0.11922775962761108,vegetarian_price_real,-0.016951100551006456,0.0019368689878026465,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.0040311432572386,0.005737398245968676,0.7026082353741161,0.482299928837284,meat_price_real,-0.007214157304860005,0.015276443819337206,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.3411835582197404,0.42777571720689916,0.7975757961378688,0.42511670139122676,weekend,-0.497256847505782,1.1796239639452628,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.45959619935332396,0.3728537353739902,1.2326447498033697,0.21770833346374144,holiday_window,-0.2711971219796968,1.1903895206863448,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.2769672765888422,0.7042546146978755,0.3932771909597793,0.6941147627927517,month_cat2,-1.1033717682189939,1.6573063213966783,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.6600708048386171,0.7934595902914617,0.8318896298123426,0.4054712458276701,month_cat3,-0.8951099921326479,2.2152516018098822,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.17133894782410988,1.0786307088999898,0.1588485719999989,0.8737881796911204,month_cat4,-1.9427772416198703,2.28545513726809,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.440752345981621,1.3126759023984749,0.33576631152921593,0.7370470962691642,month_cat5,-2.13209242271939,3.0135971146826317,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.5862571682115651,1.9280325769596698,0.3040701569140698,0.7610744423483008,month_cat6,-3.192686682629388,4.365201019052518,SRQS8F7JWA9MZ,31899,2041,A5,vegan
1.456043623327344,2.5460312746778357,0.5718875639151706,0.5673981496837592,month_cat7,-3.5341776750412146,6.446264921695902,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.8772106530875694,3.0508904587700885,0.2875261058835921,0.7737095158284302,month_cat8,-5.1025346461018035,6.856955952276943,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.6671266625657172,3.4085246353448944,0.1957229986393258,0.8448269822420927,month_cat9,-6.013581622710276,7.347834947841711,SRQS8F7JWA9MZ,31899,2041,A5,vegan
1.0119138242524806,3.8090209061568023,0.26566244953312,0.7904991853435652,month_cat10,-6.453767151814852,8.477594800319814,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.8917862769844394,4.018230620003941,0.22193506578364702,0.8243644326039579,month_cat11,-6.983945738223284,8.767518292192163,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.7912229272048801,4.663521020459716,0.16966213376837824,0.8652758551292158,month_cat12,-8.349278272896164,9.931724127305923,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-1.728596889407915,10.345476836096058,-0.1670872127785087,0.8673014272992017,year_cat2020,-22.005731488156187,18.54853770934036,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-0.639657552585688,5.3940705742282224,-0.11858531396341797,0.9056039010031254,year_cat2021,-11.212035878073003,9.932720772901629,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-0.0048956694136496936,0.015471329158000494,-0.31643495937891397,0.7516723853890398,date_code,-0.03521947456333066,0.025428135736031275,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-0.04922099551185029,0.41306413093021427,-0.11916066253684468,0.9051480712862499,day_of_week_cat1,-0.8588266921350702,0.7603847011113696,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.01989803657208984,0.43955762156961103,0.04526832341351785,0.9638934357981009,day_of_week_cat2,-0.8416349017043477,0.8814309748485275,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-0.2255553175682254,0.4679604070839626,-0.48199658380020965,0.6298083730764803,day_of_week_cat3,-1.142757715452792,0.6916470803163413,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.192212768518666,0.3586255144016907,0.5359707014693091,0.5919787994578789,day_of_week_cat4,-0.5106932397086478,0.8951187767459797,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-0.16257689717949206,0.3174563793854521,-0.5121235789755321,0.608564523316896,day_of_week_cat5,-0.7847914007749782,0.45963760641599405,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.05505416022503558,0.19950332890113634,0.2759560982178779,0.782581785912349,inflation,-0.33597236442119166,0.4460806848712628,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.012889204602100739,0.017007872629053268,0.7578375545971036,0.44854823712796044,exposure_SRQS8F7JWA9MZ_1:date_code,-0.020446225750843663,0.04622463495504514,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-0.014120983948125691,0.012429537731182574,-1.1360827935458697,0.25592191548076765,exposure_SRQS8F7JWA9MZ_2:date_code,-0.03848287790124354,0.010240910004992153,SRQS8F7JWA9MZ,31899,2041,A5,vegan
0.14904907611982915,0.6236743831645956,0.23898540671742358,0.8111168986680203,exposure_SRQS8F7JWA9MZ_1:gendermale,-1.0733527148827782,1.3714508671224364,SRQS8F7JWA9MZ,31899,2041,A5,vegan
-1.5137419059871684,0.44731452884787853,-3.3840660393616626,7.142082240766467e-4,exposure_SRQS8F7JWA9MZ_2:gendermale,-2.39047838252901,-0.6370054294453265,SRQS8F7JWA9MZ,31899,2041,A5,vegan
