"outcome","restaurant","effect_type","series","estimate","ci_lower","ci_upper"
"untextured","SRQS8F7JWA9MZ","level change","Base",0.1302776549729,-0.1443867975,0.421573299
"untextured","pooled","level change","Base",0.151669884182,-0.48981749,1.5240739
"untextured","SRQS8F7JWA9MZ","slope change","Base",-0.413463127472967,-1.8770176925,0.765873265
"untextured","pooled","slope change","Base",0.00528171457066667,-0.788757635,0.99349981
"untextured","SRQS8F7JWA9MZ","gender x level","Female",0.0864228306581403,-0.1236157605,0.3291762275
"untextured","pooled","gender x level","Female",0.0359077996473333,-0.396330165,0.355598005
"untextured","SRQS8F7JWA9MZ","gender x level","Male",-0.230426519862167,-0.4972172,0.00762766205000018
"untextured","pooled","gender x level","Male",-0.0867940440027,-0.71225375,0.762613155
"breakfast","2HRX9P6HKXA8V","level change","Base",0.101837211005067,-0.131511665,0.38058779
"breakfast","ED5J990H5VAZT","level change","Base",0.04363694400753,-0.04616991,0.1329808075
"breakfast","L69HYJ4Y3TR91","level change","Base",-0.0333816650551833,-0.337399625,0.202030865
"breakfast","pooled","level change","Base",0.0557807428632267,-0.2365434425,0.3097506575
"breakfast","2HRX9P6HKXA8V","slope change","Base",0.0204332006711,-0.253683785,0.2880771525
"breakfast","ED5J990H5VAZT","slope change","Base",0.110011063927207,-0.08405634,0.306441765
"breakfast","L69HYJ4Y3TR91","slope change","Base",0.1950439735993,-0.536306,1.071730925
"breakfast","pooled","slope change","Base",0.115209578200667,-0.360129265,0.736321925
"breakfast","2HRX9P6HKXA8V","gender x level","Female",0.0290862902610333,-0.2574465675,0.3140636125
"breakfast","ED5J990H5VAZT","gender x level","Female",-0.0733002579969333,-0.13007703,-0.0176486335
"breakfast","L69HYJ4Y3TR91","gender x level","Female",0.0413610984319333,-0.161337525,0.2464233085
"breakfast","pooled","gender x level","Female",0.0266954622514,-0.28001633475,0.4254190225
"breakfast","2HRX9P6HKXA8V","gender x level","Male",-0.0728676912299667,-0.3097298275,0.1731670425
"breakfast","ED5J990H5VAZT","gender x level","Male",-0.0635521673893,-0.1207348175,-0.00673764999999998
"breakfast","L69HYJ4Y3TR91","gender x level","Male",-0.271649526682167,-0.492809625,-0.05502678375
"breakfast","pooled","gender x level","Male",-0.0145942530160667,-0.3893219425,0.5461907075
